,pclass,survived,sex,sibsp,parch,embarked,deck,companions,age cohort
186,1,1,female,0,0,Cherbourg,B,0,adult
187,1,1,female,0,1,Southampton,D,1,teenager
188,1,1,female,0,1,Southampton,D,1,adult
189,1,0,male,0,0,Southampton,D,0,young adult
190,1,1,female,0,0,Southampton,D,0,teenager
191,1,0,male,0,0,Southampton,B,0,young adult
192,1,1,female,0,0,Cherbourg,B,0,adult
193,1,1,female,0,1,Southampton,B,1,teenager
194,1,0,male,0,0,Southampton,C,0,young adult
195,1,1,female,0,0,Southampton,B,0,teenager
196,1,1,male,0,0,Cherbourg,C,0,young adult
197,1,0,male,1,0,Southampton,D,1,teenager
198,1,1,female,1,0,Southampton,D,1,teenager
199,1,1,female,0,0,Cherbourg,C,0,teenager
200,1,0,male,0,0,Cherbourg,C,0,adult
201,1,0,male,0,0,Southampton,E,0,adult
202,1,1,male,0,0,Southampton,E,0,adult
203,1,0,male,1,0,Cherbourg,B,1,young adult
204,1,1,female,1,0,Cherbourg,B,1,young adult
205,1,0,male,0,0,Southampton,E,0,senior
206,1,0,male,2,0,Queenstown,C,2,adult
207,1,1,female,1,0,Queenstown,C,1,young adult
208,1,1,female,1,0,Queenstown,C,1,adult
209,1,1,male,1,0,Cherbourg,C,1,young adult
210,1,0,male,0,0,Southampton,C,0,adult
211,1,0,male,0,0,Southampton,B,0,adult
212,1,0,male,0,1,Cherbourg,C,1,adult
213,1,1,female,1,0,Cherbourg,D,1,young adult
214,1,1,female,1,0,Cherbourg,D,1,teenager
215,1,0,male,0,2,Cherbourg,D,2,adult
216,1,1,female,0,2,Southampton,D,2,teenager
217,1,0,male,0,0,Southampton,F,0,senior
218,1,1,female,0,0,Cherbourg,C,0,adult
219,1,1,male,0,0,Cherbourg,C,0,young adult
220,1,1,female,0,1,Cherbourg,B,1,teenager
221,1,0,male,0,1,Cherbourg,B,1,senior
222,1,0,male,0,0,Cherbourg,D,0,young adult
223,1,0,male,0,0,Southampton,B,0,young adult
224,1,0,male,0,0,Southampton,C,0,adult
225,1,0,male,0,0,Southampton,B,0,teenager
226,1,0,male,1,0,Southampton,C,1,young adult
227,1,1,female,1,0,Southampton,C,1,teenager
228,1,0,male,1,0,Cherbourg,C,1,teenager
229,1,1,female,1,0,Cherbourg,C,1,teenager
230,1,1,female,0,0,Southampton,B,0,young adult
231,1,1,male,0,0,Southampton,C,0,adult
232,1,0,male,0,0,Southampton,C,0,adult
233,1,1,female,0,1,Cherbourg,C,1,adult
234,1,0,male,0,0,Southampton,B,0,adult
235,1,1,male,0,0,Southampton,A,0,young adult
236,1,0,male,0,0,Cherbourg,C,0,teenager
237,1,0,male,0,0,Cherbourg,C,0,young adult
238,1,1,female,0,1,Southampton,B,1,adult
239,1,0,male,0,0,Southampton,A,0,young adult
240,1,1,male,0,0,Southampton,B,0,adult
241,1,0,male,0,0,Southampton,A,0,young adult
242,1,1,female,0,0,Cherbourg,A,0,young adult
243,1,0,male,0,0,Cherbourg,B,0,adult
244,1,0,male,0,0,Cherbourg,A,0,adult
245,1,1,female,0,0,Southampton,B,0,young adult
246,1,0,male,1,0,Cherbourg,C,1,adult
247,1,1,female,1,0,Cherbourg,C,1,adult
248,1,0,male,0,0,Southampton,B,0,young adult
249,1,1,male,2,2,Cherbourg,B,3,child
250,1,1,female,2,2,Cherbourg,B,3,teenager
251,1,1,female,2,2,Cherbourg,B,3,teenager
252,1,0,male,1,3,Cherbourg,B,3,senior
253,1,1,female,1,3,Cherbourg,B,3,adult
254,1,1,male,0,0,Southampton,C,0,young adult
255,1,1,female,0,0,Cherbourg,B,0,teenager
256,1,1,male,0,0,Southampton,F,0,young adult
257,1,1,female,1,0,Cherbourg,C,1,young adult
258,1,1,female,0,0,Cherbourg,A,0,young adult
259,1,1,male,0,0,Southampton,B,0,young adult
260,1,1,female,0,0,Southampton,C,0,adult
261,1,1,male,0,0,Southampton,E,0,young adult
262,1,0,male,1,0,Southampton,E,1,adult
263,1,1,female,1,0,Southampton,E,1,adult
264,1,1,male,0,0,Cherbourg,A,0,adult
265,1,1,male,0,0,Southampton,A,0,young adult
266,1,0,male,0,0,Southampton,B,0,adult
267,1,0,male,0,0,Cherbourg,A,0,adult
268,1,0,male,1,0,Southampton,C,1,teenager
269,1,0,male,0,0,Southampton,A,0,young adult
270,1,1,female,1,0,Southampton,C,1,teenager
271,1,1,male,1,0,Southampton,B,1,teenager
272,1,1,female,1,0,Southampton,B,1,teenager
273,1,1,male,0,2,Cherbourg,E,2,child
274,1,1,male,1,1,Cherbourg,E,2,adult
275,1,1,female,1,1,Cherbourg,E,2,adult
276,1,0,male,1,0,Cherbourg,B,1,adult
277,1,1,female,1,0,Cherbourg,B,1,young adult
278,1,1,male,0,0,Cherbourg,B,0,young adult
279,1,0,male,0,0,Southampton,C,0,senior
280,1,1,male,1,0,Cherbourg,C,1,adult
281,1,1,female,1,0,Cherbourg,C,1,adult
282,1,1,female,1,0,Cherbourg,D,1,adult
283,1,0,male,0,0,Cherbourg,B,0,young adult
284,1,1,female,0,0,Southampton,B,0,senior
285,1,0,male,1,0,Southampton,C,1,senior
286,1,0,female,1,0,Southampton,C,1,senior
287,1,0,male,0,0,Southampton,D,0,senior
288,1,1,female,0,0,Southampton,D,0,adult
289,1,1,female,0,2,Southampton,E,2,teenager
290,1,0,male,1,1,Southampton,E,2,adult
291,1,1,female,1,1,Southampton,E,2,adult
292,1,1,male,1,0,Southampton,C,1,adult
293,1,1,female,1,0,Southampton,C,1,young adult
294,1,0,male,1,1,Cherbourg,C,2,adult
295,1,1,male,0,2,Cherbourg,C,2,teenager
296,1,1,female,1,1,Cherbourg,C,2,adult
297,1,1,female,0,0,Cherbourg,B,0,young adult
298,1,1,male,0,0,Cherbourg,C,0,young adult
299,1,0,male,0,0,Cherbourg,B,0,adult
300,1,0,male,0,0,Southampton,B,0,senior
301,1,0,male,0,0,Southampton,D,0,adult
302,1,1,female,0,0,Cherbourg,B,0,young adult
303,1,0,male,1,0,Cherbourg,D,1,senior
304,1,1,female,1,0,Cherbourg,D,1,adult
305,1,0,male,0,0,Southampton,B,0,adult
306,1,0,male,0,1,Southampton,D,1,adult
307,1,0,male,0,1,Southampton,D,1,teenager
308,1,1,female,0,0,Cherbourg,C,0,adult
309,1,1,female,0,2,Southampton,C,2,young adult
310,1,0,male,1,1,Southampton,C,2,adult
311,1,1,female,1,1,Southampton,C,2,adult
312,1,0,male,1,1,Cherbourg,C,2,adult
313,1,0,male,0,2,Cherbourg,C,2,young adult
314,1,1,female,1,1,Cherbourg,C,2,adult
315,1,1,female,0,0,Southampton,B,0,teenager
316,1,0,male,0,1,Cherbourg,E,1,adult
317,1,1,male,0,1,Cherbourg,E,1,teenager
318,1,0,male,0,0,Southampton,C,0,young adult
319,1,1,female,0,0,Cherbourg,E,0,young adult
320,1,1,male,0,0,Southampton,C,0,young adult
321,1,0,male,0,0,Southampton,B,0,senior
322,1,1,female,0,0,Cherbourg,C,0,adult
323,2,0,male,1,0,Cherbourg,E,1,young adult
324,2,1,female,1,0,Cherbourg,E,1,young adult
325,2,0,male,0,0,Southampton,E,0,young adult
326,2,0,male,0,0,Southampton,E,0,teenager
327,2,0,male,0,0,Southampton,E,0,teenager
328,2,0,male,1,0,Southampton,F,1,young adult
329,2,1,female,1,0,Southampton,F,1,adult
330,2,0,male,0,0,Southampton,E,0,adult
331,2,0,male,0,0,Southampton,E,0,teenager
332,2,0,male,0,0,Southampton,E,0,teenager
333,2,1,female,0,0,Southampton,D,0,adult
334,2,0,male,0,0,Southampton,E,0,young adult
335,2,0,male,0,0,Southampton,E,0,adult
336,2,1,male,1,0,Southampton,F,1,young adult
337,2,1,female,1,0,Southampton,F,1,teenager
338,2,0,male,0,0,Southampton,F,0,young adult
339,2,1,male,2,1,Southampton,F,3,toddler
340,2,1,female,2,1,Southampton,F,3,toddler
341,2,1,female,2,1,Southampton,F,3,child
342,2,1,female,0,3,Southampton,F,3,adult
343,2,1,male,0,0,Southampton,D,0,young adult
344,2,1,female,0,0,Southampton,E,0,teenager
345,2,0,male,0,0,Southampton,E,0,teenager
346,2,0,male,0,0,Southampton,E,0,young adult
347,2,0,male,0,0,Southampton,E,0,adult
348,2,0,male,0,0,Southampton,E,0,young adult
349,2,1,female,0,0,Southampton,F,0,teenager
350,2,1,female,0,2,Southampton,F,2,teenager
351,2,0,male,1,1,Southampton,F,2,adult
352,2,1,female,1,1,Southampton,F,2,adult
353,2,1,female,1,0,Southampton,F,1,teenager
354,2,0,male,1,0,Southampton,F,1,teenager
355,2,1,female,0,0,Southampton,E,0,adult
356,2,0,male,0,0,Southampton,E,0,teenager
357,2,0,male,0,0,Southampton,E,0,adult
358,2,1,female,0,0,Southampton,E,0,adult
359,2,1,male,0,2,Southampton,C,2,toddler
360,2,1,male,1,1,Southampton,C,2,young adult
361,2,1,female,1,1,Southampton,C,2,teenager
362,2,1,female,0,0,Southampton,F,0,young adult
363,2,0,male,0,0,Southampton,B,0,young adult
364,2,0,male,0,0,Southampton,E,0,teenager
365,2,0,female,1,0,Southampton,F,1,adult
366,2,0,male,1,0,Southampton,F,1,adult
367,2,0,male,0,0,Southampton,D,0,adult
368,2,0,male,1,0,Southampton,F,1,adult
369,2,0,female,1,0,Southampton,F,1,young adult
370,2,1,female,1,1,Southampton,D,2,teenager
371,2,1,female,0,2,Southampton,D,2,adult
372,2,0,male,1,0,Southampton,F,1,young adult
373,2,1,female,1,0,Southampton,F,1,young adult
374,2,0,male,0,0,Southampton,E,0,young adult
375,2,0,male,0,0,Southampton,E,0,young adult
376,2,1,male,0,0,Southampton,E,0,teenager
377,2,1,female,0,2,Southampton,D,2,child
378,2,0,male,1,1,Southampton,D,2,young adult
379,2,1,female,1,1,Southampton,D,2,young adult
380,2,1,female,0,0,Southampton,F,0,teenager
381,2,0,female,0,0,Southampton,E,0,young adult
382,2,0,female,0,0,Southampton,F,0,young adult
383,2,0,male,0,0,Southampton,E,0,teenager
384,2,0,male,0,0,Southampton,B,0,young adult
385,2,1,male,1,1,Southampton,C,2,child
386,2,0,male,0,0,Southampton,C,0,teenager
387,2,1,female,0,2,Southampton,C,2,adult
388,2,1,female,0,0,Southampton,E,0,young adult
389,2,0,male,0,0,Southampton,E,0,young adult
390,2,0,male,0,0,Southampton,C,0,teenager
391,2,0,male,1,0,Cherbourg,B,1,young adult
392,2,1,female,1,0,Cherbourg,B,1,teenager
393,2,0,male,0,0,Southampton,A,0,teenager
394,2,0,male,0,0,Southampton,C,0,teenager
395,2,1,female,0,1,Southampton,F,1,teenager
396,2,1,female,0,1,Southampton,F,1,young adult
397,2,0,male,0,0,Southampton,F,0,adult
398,2,1,male,0,2,Southampton,D,2,child
399,2,0,male,1,1,Southampton,D,2,adult
400,2,1,female,1,1,Southampton,D,2,young adult
401,2,1,female,1,0,Cherbourg,D,1,young adult
402,2,1,female,1,0,Cherbourg,D,1,young adult
403,2,0,male,0,0,Southampton,E,0,teenager
404,2,0,male,0,0,Southampton,E,0,teenager
405,2,0,male,0,0,Southampton,E,0,teenager
406,2,0,male,1,0,Southampton,F,1,adult
407,2,1,female,1,0,Southampton,F,1,young adult
408,2,0,male,0,0,Southampton,E,0,teenager
409,2,0,male,0,0,Southampton,E,0,adult
410,2,0,male,0,0,Southampton,B,0,young adult
411,2,0,female,0,0,Southampton,E,0,adult
412,2,0,male,0,0,Southampton,F,0,young adult
413,2,0,male,1,0,Southampton,F,1,adult
414,2,0,male,1,0,Southampton,F,1,young adult
415,2,1,female,0,0,Southampton,E,0,young adult
416,2,0,male,0,0,Southampton,F,0,teenager
417,2,0,male,0,0,Southampton,E,0,young adult
418,2,0,male,0,0,Southampton,E,0,adult
419,2,0,male,1,0,Southampton,E,1,teenager
420,2,0,male,1,0,Southampton,E,1,teenager
421,2,0,male,0,0,Southampton,D,0,teenager
422,2,0,male,0,0,Southampton,E,0,teenager
423,2,0,male,0,0,Southampton,E,0,young adult
424,2,0,male,0,0,Southampton,E,0,young adult
425,2,0,male,0,0,Southampton,E,0,adult
426,2,0,male,0,0,Southampton,E,0,young adult
427,2,1,male,1,1,Southampton,D,2,toddler
428,2,1,female,0,2,Southampton,D,2,teenager
429,2,0,male,0,0,Southampton,E,0,adult
430,2,1,female,0,1,Southampton,B,1,child
431,2,0,male,0,1,Southampton,B,1,young adult
432,2,1,male,0,0,Southampton,E,0,senior
433,2,0,male,0,0,Southampton,E,0,young adult
434,2,1,female,0,2,Southampton,D,2,child
435,2,0,male,1,1,Southampton,D,2,adult
436,2,1,female,1,1,Southampton,D,2,adult
437,2,1,female,1,2,Southampton,C,3,teenager
438,2,1,female,1,2,Southampton,C,3,teenager
439,2,0,male,1,2,Southampton,C,3,adult
440,2,1,female,1,2,Southampton,C,3,adult
441,2,1,female,0,0,Southampton,G,0,adult
442,2,0,male,2,0,Southampton,C,2,teenager
443,2,0,male,2,0,Southampton,C,2,young adult
444,2,0,male,2,0,Southampton,C,2,teenager
445,2,0,female,1,1,Southampton,E,2,teenager
446,2,1,female,2,1,Southampton,F,3,teenager
447,2,0,male,2,1,Southampton,E,3,teenager
448,2,0,male,0,0,Southampton,E,0,adult
449,2,1,female,1,3,Southampton,F,3,adult
450,2,0,male,0,0,Southampton,E,0,adult
451,2,0,male,1,0,Southampton,F,1,adult
452,2,1,female,1,0,Southampton,F,1,young adult
453,2,0,male,0,0,Southampton,C,0,teenager
454,2,1,male,0,0,Southampton,E,0,adult
455,2,0,male,1,0,Southampton,F,1,senior
456,2,0,female,1,0,Southampton,F,1,adult
457,2,0,male,0,0,Southampton,E,0,young adult
458,2,1,female,0,0,Southampton,E,0,teenager
459,2,0,male,1,0,Southampton,B,1,adult
460,2,1,female,2,1,Southampton,B,3,teenager
461,2,0,male,0,0,Southampton,D,0,adult
462,2,0,male,2,0,Southampton,A,2,teenager
463,2,0,male,2,0,Southampton,A,2,teenager
464,2,0,male,0,0,Southampton,E,0,young adult
465,2,1,female,0,0,Cherbourg,D,0,teenager
466,2,0,male,1,0,Southampton,F,1,young adult
467,2,1,female,1,0,Southampton,F,1,teenager
468,2,0,female,0,0,Southampton,F,0,teenager
469,2,1,female,0,0,Queenstown,E,0,young adult
470,2,0,male,0,0,Queenstown,E,0,young adult
471,2,1,female,0,0,Southampton,D,0,adult
472,2,0,male,0,0,Queenstown,E,0,adult
473,2,0,male,0,0,Southampton,B,0,young adult
474,2,0,male,0,0,Southampton,E,0,young adult
475,2,0,female,1,1,Southampton,F,2,young adult
476,2,0,male,1,1,Southampton,F,2,young adult
477,2,0,male,0,0,Queenstown,E,0,young adult
478,2,1,female,1,2,Cherbourg,B,3,toddler
479,2,1,female,1,2,Cherbourg,B,3,toddler
480,2,0,male,1,2,Cherbourg,B,3,teenager
481,2,1,female,1,2,Cherbourg,B,3,teenager
482,2,1,female,0,0,Cherbourg,E,0,teenager
483,2,1,female,0,0,Southampton,B,0,young adult
484,2,1,female,0,0,Southampton,F,0,young adult
485,2,0,male,0,0,Cherbourg,D,0,adult
486,2,0,male,0,0,Southampton,E,0,teenager
487,2,0,male,0,0,Queenstown,E,0,senior
488,2,0,male,1,0,Southampton,F,1,adult
489,2,1,female,1,0,Southampton,F,1,adult
490,2,0,female,0,0,Southampton,E,0,adult
491,2,0,male,0,0,Cherbourg,D,0,young adult
492,2,1,male,0,2,Cherbourg,E,2,toddler
493,2,0,male,1,1,Cherbourg,E,2,young adult
494,2,1,female,1,1,Cherbourg,E,2,teenager
495,2,0,male,0,0,Cherbourg,D,0,young adult
496,2,0,male,0,0,Southampton,E,0,young adult
497,2,0,male,0,0,Southampton,G,0,adult
498,2,0,male,0,0,Southampton,D,0,young adult
499,2,0,male,0,0,Southampton,E,0,young adult
500,2,0,male,0,0,Southampton,F,0,adult
501,2,1,female,0,1,Southampton,G,1,child
502,2,1,female,0,1,Southampton,G,1,adult
503,2,1,male,0,0,Southampton,E,0,teenager
504,2,0,male,0,0,Southampton,E,0,adult
505,2,0,male,0,0,Southampton,E,0,adult
506,2,0,male,0,0,Southampton,E,0,senior
507,2,0,male,0,0,Southampton,E,0,young adult
508,2,0,male,0,0,Southampton,D,0,adult
509,2,0,male,0,0,Southampton,F,0,adult
510,2,0,male,0,0,Southampton,E,0,teenager
511,2,0,male,0,0,Queenstown,G,0,senior
512,2,0,male,1,0,Cherbourg,D,1,young adult
513,2,1,female,1,0,Cherbourg,D,1,child
514,2,1,male,1,1,Southampton,F,2,toddler
515,2,1,male,1,1,Southampton,F,2,toddler
516,2,0,male,0,2,Southampton,F,2,adult
517,2,0,male,0,0,Southampton,F,0,young adult
518,2,0,male,1,1,Southampton,C,2,teenager
519,2,0,male,0,0,Southampton,D,0,young adult
520,2,1,male,0,0,Cherbourg,D,0,teenager
521,2,1,female,0,0,Southampton,F,0,young adult
522,2,0,male,0,0,Southampton,E,0,adult
523,2,1,male,0,0,Southampton,E,0,teenager
524,2,1,male,0,0,Cherbourg,D,0,young adult
525,2,0,male,0,0,Southampton,E,0,teenager
526,2,1,male,0,0,Cherbourg,D,0,young adult
527,2,0,male,0,0,Southampton,E,0,young adult
528,2,0,male,0,0,Southampton,B,0,young adult
529,2,1,female,0,1,Southampton,F,1,adult
530,2,0,male,0,0,Southampton,E,0,teenager
531,2,0,male,0,0,Cherbourg,D,0,young adult
532,2,0,male,0,0,Southampton,E,0,adult
533,2,1,female,0,1,Southampton,F,1,teenager
534,2,1,female,0,0,Southampton,F,0,teenager
535,2,0,male,0,1,Southampton,F,1,adult
536,2,1,female,0,0,Southampton,E,0,young adult
537,2,0,male,0,0,Southampton,E,0,young adult
538,2,1,male,0,0,Cherbourg,D,0,young adult
539,2,0,male,0,0,Cherbourg,D,0,young adult
540,2,1,female,1,1,Southampton,F,2,toddler
541,2,1,female,1,1,Southampton,F,2,child
542,2,1,female,0,2,Southampton,F,2,young adult
543,2,0,male,0,0,Southampton,E,0,adult
544,2,0,male,1,0,Southampton,F,1,young adult
545,2,1,female,3,0,Southampton,F,3,young adult
546,2,1,female,0,0,Southampton,E,0,young adult
547,2,0,male,0,0,Cherbourg,D,0,teenager
548,2,1,male,1,1,Southampton,G,2,toddler
549,2,1,male,1,1,Southampton,G,2,toddler
550,2,1,female,2,3,Southampton,G,3,teenager
551,2,1,female,0,0,Southampton,E,0,adult
552,2,0,male,0,0,Southampton,E,0,teenager
